order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ORD2018OCT_31,1d4ed7b29c69512e9a142a6a5c52f5d0,delivered,2018-10-06 06:00:00,2018-10-06 01:39:30,2018-10-10 06:00:00,2018-10-11 06:00:00,2018-10-20 06:00:00
ORD2018OCT_32,d8d953c123168b787dceec29e08d08d3,delivered,2018-10-25 13:00:00,2018-10-25 16:03:44,2018-10-29 13:00:00,2018-11-01 13:00:00,2018-11-04 13:00:00
ORD2018OCT_33,d2e258817e38dd6847a2dead3bbafc05,delivered,2018-10-01 11:00:00,2018-10-01 15:03:37,2018-10-04 11:00:00,2018-10-09 11:00:00,2018-10-11 11:00:00
ORD2018OCT_34,0266506e68e7eac1c7f726da057c28a9,delivered,2018-10-07 12:00:00,2018-10-07 03:35:54,2018-10-11 12:00:00,2018-10-12 12:00:00,2018-10-16 12:00:00
ORD2018OCT_35,6bf7cea1d53d6e27e5debdb2d5049ff6,delivered,2018-10-28 11:00:00,2018-10-28 02:11:27,2018-10-31 11:00:00,2018-11-06 11:00:00,2018-11-10 11:00:00
ORD2018OCT_36,1de5dc5b831942a9161baef126e93870,delivered,2018-10-14 01:00:00,2018-10-14 05:38:43,2018-10-18 01:00:00,2018-10-22 01:00:00,2018-10-22 01:00:00
ORD2018OCT_37,0fe01041704b943d5c7905323ea63a2b,delivered,2018-10-20 18:00:00,2018-10-20 09:33:07,2018-10-23 18:00:00,2018-10-25 18:00:00,2018-10-31 18:00:00
ORD2018OCT_38,53c9811a9eed9e84d267b8a929840882,delivered,2018-10-09 04:00:00,2018-10-09 07:17:26,2018-10-11 04:00:00,2018-10-18 04:00:00,2018-10-18 04:00:00
ORD2018OCT_39,b36aecddfe5ccb0971ba9de40729416e,delivered,2018-10-12 17:00:00,2018-10-12 01:36:41,2018-10-16 17:00:00,2018-10-19 17:00:00,2018-10-23 17:00:00
ORD2018OCT_40,2f2b6326403a1044d7c1c951fa3867f0,delivered,2018-10-20 18:00:00,2018-10-20 03:55:45,2018-10-22 18:00:00,2018-10-26 18:00:00,2018-11-01 18:00:00
ORD2018OCT_41,de67b8bed7fa293d54466d66bdaadc62,unavailable,2018-10-30 03:00:00,2018-10-30 07:51:24,2018-11-01 03:00:00,2018-11-07 03:00:00,2018-11-11 03:00:00
ORD2018OCT_42,86d44d270b72592dbef78de27ec82d08,delivered,2018-10-08 23:00:00,2018-10-08 15:05:23,2018-10-12 23:00:00,2018-10-13 23:00:00,2018-10-21 23:00:00
ORD2018OCT_43,250db83427885000b3aa996cf9dc3a72,delivered,2018-10-10 06:00:00,2018-10-10 08:47:45,2018-10-14 06:00:00,2018-10-19 06:00:00,2018-10-17 06:00:00
ORD2018OCT_44,f7c89da122bf0065f6157a4c19bfe24e,delivered,2018-10-22 21:00:00,2018-10-22 12:57:00,2018-10-25 21:00:00,2018-11-01 21:00:00,2018-11-02 21:00:00
ORD2018OCT_45,4e364c106217fcf45f21a4db793866bb,delivered,2018-10-15 10:00:00,2018-10-15 19:57:25,2018-10-19 10:00:00,2018-10-24 10:00:00,2018-10-25 10:00:00
ORD2018OCT_46,d6e011b818659fed8cfa433ec3bee9fe,delivered,2018-10-11 09:00:00,2018-10-11 16:23:47,2018-10-13 09:00:00,2018-10-16 09:00:00,2018-10-22 09:00:00
ORD2018OCT_47,bff5a17c6a2c64100921da9fe9591a43,delivered,2018-10-03 14:00:00,2018-10-03 13:44:46,2018-10-06 14:00:00,2018-10-13 14:00:00,2018-10-17 14:00:00
ORD2018OCT_48,887b8a65e05f6ac52b0084002f88b30d,delivered,2018-10-02 16:00:00,2018-10-02 05:25:30,2018-10-06 16:00:00,2018-10-09 16:00:00,2018-10-13 16:00:00
ORD2018OCT_49,9f953bb4452203555445d713827f1465,delivered,2018-10-27 03:00:00,2018-10-27 16:20:40,2018-10-29 03:00:00,2018-11-01 03:00:00,2018-11-03 03:00:00
ORD2018OCT_50,56d9e13e6894b123c090a253757182a3,delivered,2018-10-06 05:00:00,2018-10-06 08:21:47,2018-10-09 05:00:00,2018-10-15 05:00:00,2018-10-18 05:00:00
ORD2018OCT_51,4d916e585f3bb295dbc15dafaeaae8ed,delivered,2018-10-15 15:00:00,2018-10-15 10:09:58,2018-10-19 15:00:00,2018-10-21 15:00:00,2018-10-29 15:00:00
ORD2018OCT_52,6995decf2663f921e8dfb49b3e7b5b9c,delivered,2018-10-25 10:00:00,2018-10-25 18:52:54,2018-10-27 10:00:00,2018-10-30 10:00:00,2018-11-08 10:00:00
ORD2018OCT_53,af31beb9cb1ad7f0dd644d33b9e9ea44,delivered,2018-10-10 07:00:00,2018-10-10 07:00:53,2018-10-12 07:00:00,2018-10-16 07:00:00,2018-10-23 07:00:00
ORD2018OCT_54,07c7380ec99877459637515df52ee55a,delivered,2018-10-13 05:00:00,2018-10-13 12:44:25,2018-10-16 05:00:00,2018-10-19 05:00:00,2018-10-25 05:00:00
ORD2018OCT_55,05e8586e1ca488defddd47b5be9179c3,delivered,2018-10-17 15:00:00,2018-10-17 09:09:10,2018-10-20 15:00:00,2018-10-26 15:00:00,2018-10-26 15:00:00
ORD2018OCT_56,7f6cc609946a187554550e1a9192a46f,delivered,2018-10-19 15:00:00,2018-10-19 11:16:33,2018-10-21 15:00:00,2018-10-27 15:00:00,2018-11-02 15:00:00
ORD2018OCT_57,216b824e1aa1817c80b40f8f2f8b246c,delivered,2018-10-23 04:00:00,2018-10-23 15:26:45,2018-10-25 04:00:00,2018-10-30 04:00:00,2018-10-31 04:00:00
ORD2018OCT_58,3eda5c7e6340baf62f38dec00856a877,delivered,2018-10-29 01:00:00,2018-10-29 14:54:17,2018-10-31 01:00:00,2018-11-07 01:00:00,2018-11-06 01:00:00
ORD2018OCT_59,c8b8fc6a174f7e78125428ff2e452cca,delivered,2018-10-02 23:00:00,2018-10-02 01:20:18,2018-10-05 23:00:00,2018-10-11 23:00:00,2018-10-11 23:00:00
ORD2018OCT_60,6285f604fa70a13975a094497da3bf6b,delivered,2018-10-22 12:00:00,2018-10-22 01:37:14,2018-10-25 12:00:00,2018-10-31 12:00:00,2018-11-01 12:00:00
ORD2018OCT_61,da5bd8e328c797b2d8f4d7199d5e94d5,delivered,2018-10-17 06:00:00,2018-10-17 22:38:17,2018-10-21 06:00:00,2018-10-25 06:00:00,2018-10-28 06:00:00
ORD2018OCT_62,82141426f5565b47a8b8433342024da7,delivered,2018-10-09 14:00:00,2018-10-09 04:28:25,2018-10-11 14:00:00,2018-10-16 14:00:00,2018-10-21 14:00:00
ORD2018OCT_63,18e2faab25e5ef1ffc283ef3775b9a87,delivered,2018-10-26 20:00:00,2018-10-26 07:09:26,2018-10-29 20:00:00,2018-10-31 20:00:00,2018-11-04 20:00:00
ORD2018OCT_64,7838d18f32fd8c01bf0712b588663c16,delivered,2018-10-18 18:00:00,2018-10-18 04:16:31,2018-10-20 18:00:00,2018-10-28 18:00:00,2018-10-31 18:00:00
ORD2018OCT_65,b253ab4ce264a72304410c04d66e3908,delivered,2018-10-28 02:00:00,2018-10-28 21:16:48,2018-11-01 02:00:00,2018-11-04 02:00:00,2018-11-06 02:00:00
ORD2018OCT_66,3ea256d0100550636253563da3e913bc,delivered,2018-10-21 15:00:00,2018-10-21 16:14:22,2018-10-25 15:00:00,2018-10-27 15:00:00,2018-11-03 15:00:00
ORD2018OCT_67,6da7fdc344021e769a846085968f48f0,delivered,2018-10-23 17:00:00,2018-10-23 09:05:56,2018-10-26 17:00:00,2018-10-28 17:00:00,2018-11-03 17:00:00
ORD2018OCT_68,829d3ea58fe45816348ab857d059a6ae,delivered,2018-10-05 01:00:00,2018-10-05 18:30:55,2018-10-09 01:00:00,2018-10-12 01:00:00,2018-10-17 01:00:00
ORD2018OCT_69,499311489d89baa6ed8f9f9f1f3758b8,delivered,2018-10-02 04:00:00,2018-10-02 21:27:45,2018-10-05 04:00:00,2018-10-10 04:00:00,2018-10-10 04:00:00
ORD2018OCT_70,86d7e0b2821894373d67a03352affdcb,delivered,2018-10-25 02:00:00,2018-10-25 01:07:58,2018-10-27 02:00:00,2018-11-01 02:00:00,2018-11-04 02:00:00
ORD2018OCT_71,d6ea3ab260c02dc5a2d6270e7d49286d,delivered,2018-10-12 21:00:00,2018-10-12 11:28:35,2018-10-15 21:00:00,2018-10-22 21:00:00,2018-10-20 21:00:00
ORD2018OCT_72,983286740ff2d1fd74d499fd1a711de7,delivered,2018-10-14 11:00:00,2018-10-14 12:38:00,2018-10-16 11:00:00,2018-10-21 11:00:00,2018-10-27 11:00:00
ORD2018OCT_73,279b18bebb145265c6490f1de02cd947,delivered,2018-10-08 15:00:00,2018-10-08 01:20:11,2018-10-11 15:00:00,2018-10-17 15:00:00,2018-10-16 15:00:00
ORD2018OCT_74,1cb19e72dbe69d9091b464032caebb40,delivered,2018-10-07 21:00:00,2018-10-07 18:42:20,2018-10-09 21:00:00,2018-10-16 21:00:00,2018-10-15 21:00:00
ORD2018OCT_75,5681c6fa141b43aaa13277dd0fd30b76,delivered,2018-10-11 12:00:00,2018-10-11 03:51:08,2018-10-13 12:00:00,2018-10-21 12:00:00,2018-10-25 12:00:00
ORD2018OCT_76,c7f827df881d513428043f6c8153eb6b,delivered,2018-10-21 23:00:00,2018-10-21 09:02:20,2018-10-23 23:00:00,2018-10-27 23:00:00,2018-11-02 23:00:00
ORD2018OCT_77,a7077f133d9d048e55dc77a59d97c83e,delivered,2018-10-06 10:00:00,2018-10-06 08:04:15,2018-10-09 10:00:00,2018-10-11 10:00:00,2018-10-16 10:00:00
ORD2018OCT_78,add7aa6095dd2aae6b8d70d022bae3e5,delivered,2018-10-17 16:00:00,2018-10-17 13:04:20,2018-10-20 16:00:00,2018-10-25 16:00:00,2018-10-28 16:00:00
ORD2018OCT_79,fda9a2bf4f0b8d64bf713e261189a2bc,delivered,2018-10-03 03:00:00,2018-10-03 08:03:50,2018-10-06 03:00:00,2018-10-12 03:00:00,2018-10-16 03:00:00
ORD2018OCT_80,3f0bd16414d5fee5cb1d19769c3c825e,delivered,2018-10-17 07:00:00,2018-10-17 12:50:40,2018-10-19 07:00:00,2018-10-24 07:00:00,2018-10-25 07:00:00
ORD2018OCT_81,c947bd7320af6ca068c7ef4389693173,delivered,2018-10-03 12:00:00,2018-10-03 02:44:58,2018-10-06 12:00:00,2018-10-09 12:00:00,2018-10-17 12:00:00
ORD2018OCT_82,066a9e746ce5eead40d2afa9bccd3d7d,delivered,2018-10-30 01:00:00,2018-10-30 03:27:37,2018-11-02 01:00:00,2018-11-06 01:00:00,2018-11-12 01:00:00
ORD2018OCT_83,d00682c2eaf70db1869809d2fbaf7aba,delivered,2018-10-28 04:00:00,2018-10-28 06:45:41,2018-10-30 04:00:00,2018-11-06 04:00:00,2018-11-06 04:00:00
ORD2018OCT_84,b4111141220267ae8e763af405bc6469,delivered,2018-10-16 23:00:00,2018-10-16 01:20:18,2018-10-19 23:00:00,2018-10-21 23:00:00,2018-10-30 23:00:00
ORD2018OCT_85,f9f0c70f7f91d4bebab7ed1cb0206489,delivered,2018-10-24 09:00:00,2018-10-24 03:07:47,2018-10-27 09:00:00,2018-11-02 09:00:00,2018-11-06 09:00:00
ORD2018OCT_86,3b4d546d0e5f84a84c5cd3034c557b72,delivered,2018-10-19 03:00:00,2018-10-19 03:47:31,2018-10-21 03:00:00,2018-10-27 03:00:00,2018-10-31 03:00:00
ORD2018OCT_87,abda0fc72e1f8c32dd8291c542e273c5,delivered,2018-10-22 23:00:00,2018-10-22 03:28:09,2018-10-24 23:00:00,2018-10-28 23:00:00,2018-11-01 23:00:00
ORD2018OCT_88,e630c8a8b546a3a6486ccdca9cc6eb0a,delivered,2018-10-29 00:00:00,2018-10-29 14:02:18,2018-11-01 00:00:00,2018-11-04 00:00:00,2018-11-10 00:00:00
ORD2018OCT_89,3663cf3c9fafa9cc511c4d990ea35326,delivered,2018-10-20 10:00:00,2018-10-20 16:45:04,2018-10-22 10:00:00,2018-10-25 10:00:00,2018-10-27 10:00:00
ORD2018OCT_90,246295516c97fc54aa274c6fd2222602,delivered,2018-10-15 23:00:00,2018-10-15 18:49:24,2018-10-19 23:00:00,2018-10-25 23:00:00,2018-10-26 23:00:00
ORD2018OCT_91,d14a98aaff22268ebdcbcd6acb7161be,delivered,2018-10-05 09:00:00,2018-10-05 08:02:45,2018-10-09 09:00:00,2018-10-13 09:00:00,2018-10-13 09:00:00
ORD2018OCT_92,a6a0a62ce165053b536f84be26fd22c7,delivered,2018-10-08 14:00:00,2018-10-08 15:17:35,2018-10-10 14:00:00,2018-10-18 14:00:00,2018-10-18 14:00:00
ORD2018OCT_93,fef6ee8cb0a99f0fa68808e0fadca078,delivered,2018-10-19 05:00:00,2018-10-19 13:52:05,2018-10-23 05:00:00,2018-10-28 05:00:00,2018-10-31 05:00:00
ORD2018OCT_94,9024b6b926dff086c50dfd85762b9a45,delivered,2018-10-16 05:00:00,2018-10-16 02:31:22,2018-10-19 05:00:00,2018-10-23 05:00:00,2018-10-24 05:00:00
ORD2018OCT_95,36a52cbef5f4a32aed0c0215995985d4,delivered,2018-10-27 20:00:00,2018-10-27 04:48:00,2018-10-31 20:00:00,2018-11-05 20:00:00,2018-11-05 20:00:00
ORD2018OCT_96,9111c8e96c761096f6fbe14a3a539f5d,delivered,2018-10-27 14:00:00,2018-10-27 13:13:54,2018-10-29 14:00:00,2018-11-02 14:00:00,2018-11-04 14:00:00
ORD2018OCT_97,544e77a62037110df48c7f23d0a320e7,delivered,2018-10-27 04:00:00,2018-10-27 11:03:41,2018-10-29 04:00:00,2018-11-04 04:00:00,2018-11-03 04:00:00
ORD2018OCT_98,10101c15aec095b6078c8dd047739392,delivered,2018-10-17 03:00:00,2018-10-17 11:10:14,2018-10-20 03:00:00,2018-10-26 03:00:00,2018-10-25 03:00:00
ORD2018OCT_99,4233f443bac7d7de2c4e6782763fa516,delivered,2018-10-01 23:00:00,2018-10-01 11:07:25,2018-10-03 23:00:00,2018-10-06 23:00:00,2018-10-14 23:00:00
ORD2018OCT_100,994ce8a078d9b40c268787c6ff42d514,delivered,2018-10-13 21:00:00,2018-10-13 11:43:55,2018-10-17 21:00:00,2018-10-18 21:00:00,2018-10-25 21:00:00
ORD2018OCT_101,1a13719d21dafc59a8a17846e0172f0f,delivered,2018-10-06 21:00:00,2018-10-06 07:34:35,2018-10-10 21:00:00,2018-10-16 21:00:00,2018-10-15 21:00:00
ORD2018OCT_102,b965b22eb0be25b8a06e11e390c4ffb8,delivered,2018-10-04 00:00:00,2018-10-04 20:05:01,2018-10-07 00:00:00,2018-10-11 00:00:00,2018-10-12 00:00:00
ORD2018OCT_103,72430ca7638959110ed1dcc035402546,delivered,2018-10-23 20:00:00,2018-10-23 21:06:27,2018-10-25 20:00:00,2018-10-30 20:00:00,2018-11-04 20:00:00
ORD2018OCT_104,89fe1107a7a7a8e70a256454d3da5335,delivered,2018-10-30 14:00:00,2018-10-30 15:19:14,2018-11-03 14:00:00,2018-11-08 14:00:00,2018-11-10 14:00:00
ORD2018OCT_105,9393744f4214f430a813fee1316567e2,delivered,2018-10-25 07:00:00,2018-10-25 04:08:47,2018-10-27 07:00:00,2018-11-01 07:00:00,2018-11-02 07:00:00
ORD2018OCT_106,d3cafb429363e1c6b3a3af369e31728a,delivered,2018-10-25 14:00:00,2018-10-25 10:08:25,2018-10-29 14:00:00,2018-11-04 14:00:00,2018-11-04 14:00:00
ORD2018OCT_107,3d14ef1b615443e8569574ccf4c70ffb,invoiced,2018-10-04 21:00:00,2018-10-04 09:46:16,2018-10-08 21:00:00,2018-10-11 21:00:00,2018-10-12 21:00:00
ORD2018OCT_108,fbf9c2e3c687f16df64422a9c855b8e2,delivered,2018-10-12 06:00:00,2018-10-12 20:21:53,2018-10-16 06:00:00,2018-10-22 06:00:00,2018-10-21 06:00:00
ORD2018OCT_109,cb3e59ee986f4594de1982df4ae214f7,delivered,2018-10-15 08:00:00,2018-10-15 10:51:54,2018-10-17 08:00:00,2018-10-22 08:00:00,2018-10-25 08:00:00
ORD2018OCT_110,6e99733532423390e0d537024ac60812,delivered,2018-10-27 08:00:00,2018-10-27 03:10:48,2018-10-31 08:00:00,2018-11-05 08:00:00,2018-11-08 08:00:00
ORD2018OCT_111,d32c1be9389b63d5e611ae874bf4403d,delivered,2018-10-11 11:00:00,2018-10-11 22:46:33,2018-10-15 11:00:00,2018-10-19 11:00:00,2018-10-23 11:00:00
ORD2018OCT_112,8e4a0eaf18400c5715796fc724708d00,delivered,2018-10-22 18:00:00,2018-10-22 02:03:17,2018-10-25 18:00:00,2018-10-30 18:00:00,2018-11-05 18:00:00
ORD2018OCT_113,b9662bb6c6a36059b08d2ade7f499d65,delivered,2018-10-27 11:00:00,2018-10-27 08:15:48,2018-10-31 11:00:00,2018-11-05 11:00:00,2018-11-10 11:00:00
ORD2018OCT_114,dfb941d6f7b02f57a44c3b7c3fefb44b,delivered,2018-10-13 12:00:00,2018-10-13 04:26:29,2018-10-16 12:00:00,2018-10-20 12:00:00,2018-10-25 12:00:00
ORD2018OCT_115,07c457249ec4f7f19f0244025b671ccc,delivered,2018-10-07 05:00:00,2018-10-07 17:13:21,2018-10-10 05:00:00,2018-10-14 05:00:00,2018-10-14 05:00:00
ORD2018OCT_116,09aa1b31dfac63e1e90d5ddf79560f86,delivered,2018-10-24 02:00:00,2018-10-24 09:45:10,2018-10-26 02:00:00,2018-10-31 02:00:00,2018-11-04 02:00:00
ORD2018OCT_117,18f711d8d5d66c0a2d470f4b851e8038,delivered,2018-10-25 16:00:00,2018-10-25 14:33:18,2018-10-29 16:00:00,2018-10-31 16:00:00,2018-11-04 16:00:00
ORD2018OCT_118,fdec684fa0be036ee7039f3edf5a0323,delivered,2018-10-03 03:00:00,2018-10-03 19:32:43,2018-10-07 03:00:00,2018-10-08 03:00:00,2018-10-11 03:00:00
ORD2018OCT_119,8aac7e3ddd515089585bbab2b7d85aa8,delivered,2018-10-06 08:00:00,2018-10-06 10:46:49,2018-10-09 08:00:00,2018-10-15 08:00:00,2018-10-17 08:00:00
ORD2018OCT_120,1a87ac7d56c7f9d337a271a7c157184c,delivered,2018-10-09 12:00:00,2018-10-09 02:38:24,2018-10-13 12:00:00,2018-10-17 12:00:00,2018-10-22 12:00:00
ORD2018OCT_121,aa7aba441952b013edbf055028d6e7dd,delivered,2018-10-20 00:00:00,2018-10-20 06:47:43,2018-10-23 00:00:00,2018-10-25 00:00:00,2018-10-30 00:00:00
ORD2018OCT_122,515dcc3641e65fbef358398ae6dc91cb,delivered,2018-10-16 17:00:00,2018-10-16 05:25:53,2018-10-19 17:00:00,2018-10-26 17:00:00,2018-10-26 17:00:00
ORD2018OCT_123,8d0705b3e380f94aacb2c36ecc0bd425,delivered,2018-10-16 11:00:00,2018-10-16 01:48:07,2018-10-19 11:00:00,2018-10-23 11:00:00,2018-10-26 11:00:00
ORD2018OCT_124,98a0dc59ecc82225fd647c39cbdf1494,delivered,2018-10-02 15:00:00,2018-10-02 02:19:36,2018-10-04 15:00:00,2018-10-12 15:00:00,2018-10-15 15:00:00
ORD2018OCT_125,4f4ed20c56c49d645e19d6e63e37517e,delivered,2018-10-29 06:00:00,2018-10-29 19:22:51,2018-11-02 06:00:00,2018-11-04 06:00:00,2018-11-11 06:00:00
ORD2018OCT_126,072495211b56605859c385bdbd35103a,delivered,2018-10-01 08:00:00,2018-10-01 20:19:30,2018-10-03 08:00:00,2018-10-06 08:00:00,2018-10-10 08:00:00
ORD2018OCT_127,458a7594568f442693c952daece0fd1f,delivered,2018-10-16 18:00:00,2018-10-16 13:34:26,2018-10-20 18:00:00,2018-10-24 18:00:00,2018-10-24 18:00:00
ORD2018OCT_128,933bf00ad9a4f8bfd36bd85e09bd6cba,delivered,2018-10-04 13:00:00,2018-10-04 06:12:25,2018-10-06 13:00:00,2018-10-14 13:00:00,2018-10-16 13:00:00
ORD2018OCT_129,686427538716525c9b1b699caa2bd8f7,delivered,2018-10-12 05:00:00,2018-10-12 04:58:36,2018-10-15 05:00:00,2018-10-21 05:00:00,2018-10-20 05:00:00
ORD2018OCT_130,a0a88da4a6858c8d7cc650bbd21949e8,delivered,2018-10-02 10:00:00,2018-10-02 18:26:00,2018-10-04 10:00:00,2018-10-09 10:00:00,2018-10-11 10:00:00
ORD2018OCT_131,e4a1289920c7a33574e0433abd5b90d7,delivered,2018-10-26 19:00:00,2018-10-26 05:08:22,2018-10-29 19:00:00,2018-11-01 19:00:00,2018-11-05 19:00:00
ORD2018OCT_132,254a99b66d18dc590fb0b5e226382afb,delivered,2018-10-11 22:00:00,2018-10-11 05:03:29,2018-10-13 22:00:00,2018-10-21 22:00:00,2018-10-25 22:00:00
ORD2018OCT_133,722dd6e14d2f43121531d24edae4e1e7,delivered,2018-10-21 21:00:00,2018-10-21 17:13:07,2018-10-23 21:00:00,2018-10-31 21:00:00,2018-11-04 21:00:00
ORD2018OCT_134,67a6887d8952c16de0e49e6ad2d6e2a4,delivered,2018-10-13 20:00:00,2018-10-13 01:43:25,2018-10-15 20:00:00,2018-10-18 20:00:00,2018-10-22 20:00:00
ORD2018OCT_135,e09c6265f1f8647749be9898aa511e98,delivered,2018-10-28 01:00:00,2018-10-28 06:12:49,2018-11-01 01:00:00,2018-11-04 01:00:00,2018-11-08 01:00:00
ORD2018OCT_136,c0ca3b0cd457d58573982009c592f913,delivered,2018-10-30 15:00:00,2018-10-30 19:09:55,2018-11-02 15:00:00,2018-11-07 15:00:00,2018-11-11 15:00:00
