order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ORD2018OCT_391,1,b0a12a9dc0ed09cc161a586c1e948890,dfa0c4c6229ab200a4a1336b4d7128ff,2018-08-01 20:25:08,65.0,22.39
ORD2018OCT_7383,1,a4d44eb9f68b301db3a15c9a346f395c,bfd27a966d91cfaafdb25d076585f0da,2017-06-12 10:55:12,229.0,16.35
ORD2018OCT_4808,2,52c80cedd4e90108bf4fa6a206ef6b03,a1043bafd471dff536d0c462352beb48,2017-04-13 12:34:03,179.99,33.54
ORD2018OCT_7518,1,f9c972fb058194f8e948a46e6c611ee1,851773c885feb5e2da3b4f82bc2b17ce,2018-05-17 15:15:26,99.9,14.79
ORD2018OCT_1866,1,adb5b8ee8b86e86930bc333c182bbead,9c0e69c7bf2619675bbadf47b43f655a,2017-10-17 05:07:56,189.97,10.74
ORD2018OCT_5521,1,5d9805d8578300114d104afcfd6e6b39,67883baaae6134ee81b271a542613728,2018-08-09 04:30:18,469.0,19.47
ORD2018OCT_5081,1,b1acb7e8152c90c9619897753a75c973,cc419e0650a3c5ba77189a1882b7556a,2017-10-30 00:49:20,34.99,7.78
ORD2018OCT_6832,1,403e95f4460939e06a89a253a15dd99f,2528513dd95219a6013d4d05176e391a,2017-07-07 12:10:19,179.0,12.46
ORD2018OCT_9331,1,a55b9bc476c34d53d8f3f27c922f6374,6b243f80ed07b10f0e8aa0f21a205f3c,2018-06-19 02:18:48,124.9,17.06
ORD2018OCT_5993,2,c7b3cf9de7be95b3e09e7a63315685eb,5dceca129747e92ff8ef7a997dc4f8ca,2017-04-03 09:22:43,79.9,26.9
ORD2018OCT_4401,1,3f56545df76cf762c62d35d987a29962,cce6ab8d1682639fe45ab70234f1665f,2017-11-20 09:55:32,40.0,17.6
ORD2018OCT_6864,2,b74e40daa954e92be8e5d3b342fa8863,218d46b86c1881d022bce9c68a7d4b15,2018-05-15 21:15:29,26.0,18.23
ORD2018OCT_1219,1,a5ae8400fc9fcacd4af585a57bbf264a,66922902710d126a0e7d26b0e3805106,2017-12-20 11:59:39,120.0,20.33
ORD2018OCT_6942,1,083ffd30820b592e294de7ed668ff975,f8db351d8c4c4c22c6835c19a46f01b0,2017-10-31 02:28:21,45.9,8.27
ORD2018OCT_9812,1,51f876eb62be778c757503cf7f8a3b74,f84a00e60c73a49e7e851c9bdca3a5bb,2018-05-15 11:14:15,9.8,7.55
ORD2018OCT_8886,1,83ddda548094ac28ff6290b22b843f99,5d0363b33554b373851fc1622e4d5f3c,2018-06-20 02:31:21,122.0,10.16
ORD2018OCT_6639,2,c99666957e5d14717bd1d5ba0fd33f53,79ebd9a61bac3eaf882805ed4ecfa12a,2018-04-02 18:49:00,119.9,24.81
ORD2018OCT_2915,1,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,2018-02-21 20:15:26,122.99,15.61
ORD2018OCT_7905,1,7a81751397c8813678761201a7114339,f181738b150df1f37cb0bd72e705b193,2018-01-11 02:38:05,14.9,7.78
ORD2018OCT_2474,1,64a52f25956dafbe36ae37ee5151334a,f262cbc1c910c83959f849465454ddd3,2018-05-18 02:54:10,14.99,12.79
ORD2018OCT_2603,1,82b73150f90f4fef92913e35b9984bb7,91f848e9f4be368f4318775aac733370,2017-06-07 23:42:28,89.5,17.88
ORD2018OCT_8543,1,f62dcd57a6a4e93aff69aecc1f3d6513,d650b663c3b5f6fb392b6326366efa9a,2018-06-13 10:58:07,249.0,10.1
ORD2018OCT_2172,1,739312eddb4431af9a760e797da4d869,f41ce2e25237f9092cd8e6e7516c7a2f,2017-01-25 17:33:30,15.8,10.96
ORD2018OCT_1816,4,981cff5accf28a980a7de3bca3ba9b95,fc6295add6f51a0936407ead70c1001d,2017-11-10 19:31:16,40.0,17.63
ORD2018OCT_4483,1,5e98b7fecc62c3ebeaa8252269b2d6fe,b1ac6ea7895bc3dd6f0f6f4abbdd2821,2017-11-29 10:10:58,59.0,20.0
ORD2018OCT_2649,1,f89cd865cac300a9bf1320dd8f0fa223,8b321bb669392f5163d04c59e235e066,2018-02-22 10:30:33,11.55,7.78
ORD2018OCT_5919,1,f429bcbed72851b21f20d2daf4330bce,7b0df942f46435babab05d49b744b2c4,2017-09-01 11:35:22,359.0,18.27
ORD2018OCT_9283,1,e01a5a164be7867f7684c14d2dc88865,373ee4a3a775a733770ca3f790b8b9ac,2018-01-18 09:28:29,623.0,23.6
ORD2018OCT_2164,1,eed8b513f23793f1d52a3baf41f38392,52a50b42accf164f9f019941e5759d9b,2018-08-10 03:15:22,39.99,12.94
ORD2018OCT_4353,1,c0fc1b0ec16005c9a01f5795e23235c2,d2374cbcbb3ca4ab1086534108cc3ab7,2017-08-21 03:30:09,21.9,16.79
ORD2018OCT_6762,1,7c4a8bec217df1de0df2b5aaf8175b65,7040e82f899a04d1b434b795a43b4617,2017-10-20 14:50:40,19.9,7.78
ORD2018OCT_6528,1,d48e60abb2b51506a3d71d3552db7f96,32f1bb9dfa65bc7df5c0d9d95a616be4,2018-08-03 13:25:15,29.9,7.47
ORD2018OCT_3340,2,4272f4544f17efd4fa4ccdc76912feab,1771297ac436903d1dd6b0e9279aa505,2017-08-16 22:45:18,17.75,16.6
ORD2018OCT_259,1,93a12c289ca2b78e7069e469f5053ef2,88460e8ebdecbfecb5f9601833981930,2018-07-06 14:30:50,137.9,14.31
ORD2018OCT_901,1,2c71e9b9845634cb1ea6285a8f3cbf50,612170e34b97004b3ba37eae81836b4c,2018-08-20 11:45:14,118.9,15.93
ORD2018OCT_6054,1,47ab4924a51b711db100f100e9246dea,9c7fd21e0aa159b20da593371f08ff7c,2018-08-24 17:08:59,59.9,15.52
ORD2018OCT_6582,1,3adf46dbf0aa2bcca9d6fc85e4e7c339,897060da8b9a21f655304d50fd935913,2017-06-01 19:30:19,29.9,15.1
ORD2018OCT_444,1,738121d1a5b54545080cef01275446d8,3fadb4cba4c35bce6a7eaf9872d5623a,2017-06-06 22:22:28,41.9,12.48
ORD2018OCT_1615,1,69455f41626a745aea9ee9164cb9eafd,bce6a5ecf98e99fd2a8868b15c51f04b,2018-07-29 22:44:01,110.0,8.03
ORD2018OCT_2876,1,4fce0eab61e01d521044c8b071cdfead,0509040ea3fe50071181bbc359eb7738,2017-11-29 22:36:29,23.8,21.15
ORD2018OCT_1759,1,1fd3bb291e0dba9d6081eb914303993b,53e4c6e0f4312d4d2107a8c9cddf45cd,2017-07-12 22:05:29,26.07,35.67
ORD2018OCT_3474,1,41c24b8ce92d1a2cac62db5edfd088b2,4869f7a5dfa277a7dca6462dcf3b52b2,2018-06-27 02:58:39,99.9,13.36
ORD2018OCT_61,1,8100d323ffa1909cfcf9fdf05f20b678,f8db351d8c4c4c22c6835c19a46f01b0,2017-05-10 21:22:22,141.9,18.63
ORD2018OCT_5645,1,bd6e6fce9ada76ea2db0f1912e8e478f,1835b56ce799e6a4dc4eddc053f04066,2017-11-10 18:55:46,56.99,12.74
ORD2018OCT_378,1,3c261802e239d1f2dcda5ed49aa14220,fa40cc5b934574b62717c68f3d678b6d,2018-04-26 00:30:52,74.99,12.96
ORD2018OCT_208,1,c20a3f598c16d77249da67e81caa8317,955fee9216a65b617aa5c0531780ce60,2018-04-22 23:12:08,33.0,16.32
ORD2018OCT_2530,1,5f00c50de3d989194f0439e343480372,3b15288545f8928d3e65a8f949a28291,2017-09-27 16:50:27,77.99,17.8
ORD2018OCT_9786,1,880be32f4db1d9f6e2bec38fb6ac23ab,fa40cc5b934574b62717c68f3d678b6d,2017-06-21 23:15:09,42.99,15.1
ORD2018OCT_370,1,67810bda0db346d0eee1ac3c6314af35,25e47381a6c510ddeb36084e33b89f0c,2017-06-02 01:10:25,95.9,17.92
ORD2018OCT_5905,1,17552c3e04bda2b08ac85c9c55137dc3,14a08204d03bb6b6bde8029f801ae0eb,2018-05-29 10:31:23,44.0,22.85
ORD2018OCT_8527,2,1fdac0720456c9b74b0a93aeb821d5a2,c42fd8e4d47dfb18ce5222f2dd7752f9,2017-03-15 10:38:32,26.0,19.93
ORD2018OCT_4585,1,0067f97995b0c3a86739734dc87ee6b6,6560211a19b47992c3666cc44a7e94c0,2017-04-28 19:15:12,79.0,14.31
ORD2018OCT_6216,1,5ea3a4fc17bd1341eeea4716d481ccfa,5d0363b33554b373851fc1622e4d5f3c,2018-03-22 15:49:49,68.0,41.24
ORD2018OCT_2083,1,677d8ace413e0060fa8686cde56eaf10,d921b68bf747894be13a97ae52b0f386,2018-04-23 08:51:54,225.0,23.28
ORD2018OCT_5430,2,f7b39dca4a425dcfd4a8b0b0aac4b7c0,2a7dc43cecabf23403078e2188437d1d,2018-02-13 12:10:38,59.9,9.34
ORD2018OCT_5410,1,1fe7076c53248559454a7e1d6c1037f9,d1c281d3ae149232351cd8c8cc885f0d,2017-06-01 16:02:48,36.99,11.85
ORD2018OCT_8558,9,18486698933fbb64af6c0a255f7dd64c,6973a06f484aacf400ece213dbf3d946,2018-04-03 14:47:43,83.49,8.71
ORD2018OCT_4323,1,4949bc7693f27596ca18cfe03c5a83b2,fffd5413c0700ac820c7069d66d98c89,2017-12-08 17:07:53,191.4,49.87
ORD2018OCT_753,1,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,2018-04-19 13:35:44,92.0,13.7
ORD2018OCT_3217,1,fa9cc1dfd86d0877d43101973bf26eee,b347677812ea483b0f528eaf8cbc09b7,2018-06-18 22:17:45,449.0,39.14
ORD2018OCT_4868,1,83aae8023b8feda53259f63e0ec06390,715bbd5ba4e6b74cb0d2f29eb45058b0,2018-07-27 03:55:17,89.9,18.93
ORD2018OCT_7401,2,aba86c093ccdbac75b09111d57e50004,7c67e1448b00f6e969d365cea6b010ab,2017-02-09 14:38:41,119.6,11.45
ORD2018OCT_8569,3,f832d1b20241274bc51c2d691b0f4b94,70a12e78e608ac31179aea7f8422044b,2017-11-09 14:10:20,120.0,12.34
ORD2018OCT_6550,1,05c6133a109016f9fc73aea25cb1f5c0,c8b0e2b0a7095e5d8219575d5e7e1181,2018-05-04 10:12:23,159.99,27.2
ORD2018OCT_8614,1,2423252b2432f1803e4f29e0974c6cf7,5f2684dab12e59f83bef73ae57724e45,2017-12-15 12:51:08,169.9,18.44
ORD2018OCT_6868,1,8be128ce3f51211048f4b891e9303381,46dc3b2cc0980fb8ec44634e21d2718e,2017-12-13 15:01:32,259.99,15.72
ORD2018OCT_4628,1,2ccd049c8e7ea210e079a1aa8ad92477,3d871de0142ce09b7081e2b9d1733cb1,2018-06-20 22:01:35,79.0,24.7
ORD2018OCT_8256,1,fc1d8637c0268af3db482c14b7ef8e75,da8622b14eb17ae2831f4ac5b9dab84a,2018-05-10 20:15:15,164.9,12.25
ORD2018OCT_4179,1,06a7a571bc9fbb103a9c2eb90f89432c,2a1348e9addc1af5aaa619b1a3679d6b,2017-10-05 20:28:19,29.9,15.1
ORD2018OCT_4063,1,729dfb36954326a8b9ad0a5602571943,72146da5774cabf2632faedcae097a76,2018-02-12 12:30:22,88.99,15.37
ORD2018OCT_222,1,e02758c6570548237ebc9fe75b4701fb,e7df4cd29ab5abab70fb0783ddb53987,2018-02-02 12:55:54,1019.0,20.74
ORD2018OCT_4783,4,d48e56be99464cbf285a9da17f618165,cca3071e3e9bb7d12640c9fbe2301306,2016-10-09 03:45:42,79.9,15.91
ORD2018OCT_7854,1,c55fe8cbb36a1353e443dc9e773b80da,cfb1a033743668a192316f3c6d1d2671,2017-02-20 15:45:18,26.0,16.05
ORD2018OCT_4251,1,2b9c3fbbc252238d3a35a75dcc19d8cb,de23c3b98a88888289c6f5cc1209054a,2017-11-17 18:46:22,139.9,9.79
ORD2018OCT_9795,1,0bcc3eeca39e1064258aa1e932269894,1f50f920176fa81dab994f9023523100,2017-10-10 18:28:22,59.9,13.44
ORD2018OCT_453,1,d984b9203bd56960bbdda0bb7f05f781,0ea22c1cfbdc755f86b9b54b39c16043,2018-05-30 18:17:05,24.9,22.85
ORD2018OCT_2833,1,ec2d43cc59763ec91694573b31f1c29a,1c129092bf23f28a5930387c980c0dfc,2017-12-29 16:31:22,45.9,26.89
ORD2018OCT_7449,1,28e1e01400863d6035542c650bc72be4,45ba18c210d42734ec52c0c1c574e9ee,2018-06-28 07:55:08,394.9,89.35
ORD2018OCT_1464,4,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,2017-10-11 16:49:24,59.9,28.82
ORD2018OCT_5892,1,be127a8a979cd5d591ea345f10bba28c,7f152321c60a266edc53af1925ef96c1,2018-01-26 18:37:22,249.99,35.55
ORD2018OCT_8510,1,05d0558798a718f6f4658acd8b0e65e1,17908cf9b444ee34047cadd5c0f4a516,2018-03-29 11:35:25,115.0,47.25
ORD2018OCT_4442,1,2de20a6b025cc5339c07c88aacbbfffa,7c67e1448b00f6e969d365cea6b010ab,2017-11-27 04:10:41,43.99,21.19
ORD2018OCT_5874,2,331e79a28ee5afbb321a3146653085f2,7c67e1448b00f6e969d365cea6b010ab,2018-03-23 03:49:27,149.99,27.71
ORD2018OCT_1397,1,8e436253e3c4eeacc3b2757482517200,f4aba7c0bca51484c30ab7bdc34bcdd1,2017-06-06 11:42:57,19.99,7.78
ORD2018OCT_4781,1,df969ce58d2f301f941a09bc75558cd4,7a67c85e85bb2ce8582c35f2203ad736,2018-07-24 03:15:24,19.99,8.3
ORD2018OCT_5537,1,7f723c53515b44e16b93397c4149afdc,b39d7fe263ef469605dbb32608aee0af,2018-05-09 00:30:37,109.9,13.21
ORD2018OCT_4078,1,656e0eca68dcecf6a31b8ececfabe3e8,0b90b6df587eb83608a64ea8b390cf07,2018-02-01 14:14:34,89.8,17.07
ORD2018OCT_3410,1,25bf7c5e5f9d008845212122805014e5,d2374cbcbb3ca4ab1086534108cc3ab7,2017-07-27 11:03:12,18.9,11.85
ORD2018OCT_9470,1,d2f5484cbffe4ca766301b21ab9246dd,36a968b544695394e4e9d7572688598f,2018-04-26 09:30:40,12.88,7.87
ORD2018OCT_5002,1,1fb344134cd7164d32dea4d87ba3ec5a,23c38debaffe4a25a30fdbd9b586a13f,2018-04-30 03:31:54,120.0,13.28
ORD2018OCT_9531,2,7bb755757b4b21a1abc9cc6e9991a8ad,138dbe45fc62f1e244378131a6801526,2018-08-02 17:25:17,16.9,8.29
ORD2018OCT_2690,1,259bd66612b61aa4e82ce3cde9272bbc,955fee9216a65b617aa5c0531780ce60,2017-12-21 16:14:24,32.0,14.1
ORD2018OCT_3022,3,c909912a223f3d98dd5c1eac6e93fecd,2a5b78b41cd05baeac8df54c6606b92c,2018-07-31 02:24:07,97.99,18.79
ORD2018OCT_8846,1,643a4049ae3e6df63858575f28cd7b21,c70c1b0d8ca86052f45a432a38b73958,2018-04-30 04:31:04,110.0,13.21
ORD2018OCT_8354,1,16048247166ec654c76c845f308c85f5,17e34d8224d27a541263c4c64b11a56b,2018-08-24 12:50:35,114.08,13.46
ORD2018OCT_6663,1,84952f1f00709e71d58587cb34163e26,4eb61f060e7dcc1d5a80d806c35cc541,2018-08-27 01:04:19,170.0,27.49
ORD2018OCT_3953,1,11e02f2cd150fa54525a1109f61ea2de,ef0ace09169ac090589d85746e3e036f,2018-04-02 18:35:19,118.8,15.71
ORD2018OCT_7336,1,0587bd8ea43108a16104b1430c15b283,d94a40fd42351c259927028d163af842,2017-11-16 01:35:23,129.0,28.28
ORD2018OCT_4573,1,98ec655119c24de03b804696821f3955,620c87c171fb2a6dd6e8bb4dec959fc6,2018-03-01 08:10:26,49.9,15.1
ORD2018OCT_9905,1,49b92145c5462c320ff0b22ea9e240f3,0be8ff43f22e456b4e0371b2245e4d01,2018-03-19 19:30:24,39.9,12.79
ORD2018OCT_8619,1,1fb344134cd7164d32dea4d87ba3ec5a,23c38debaffe4a25a30fdbd9b586a13f,2018-05-09 03:55:22,127.27,22.6
ORD2018OCT_7286,1,e03102efbc2229024c89be731f0aedcb,2c9e548be18521d1c43cde1c582c6de8,2018-03-07 02:48:59,34.9,9.34
ORD2018OCT_2232,1,78f29023586e374cdc3773ce0af6bd2c,960945e1a9535cbc0cd6ddd35fbe7ae8,2018-07-26 11:03:32,127.26,13.19
ORD2018OCT_3449,1,04939dcb29e2a26106610d8e1ef03b98,44073f8b7e41514de3b7815dd0237f4f,2018-02-15 14:29:04,128.3,23.22
ORD2018OCT_2508,1,420921e97463577fd5cc62c687d90bca,53243585a1d6dc2643021fd1853d8905,2017-11-09 16:35:52,283.2,22.78
ORD2018OCT_5449,1,72dd2e7b7e10b8a4083e53c7867c1564,a06c8ff043abea0528ee44171e2140a2,2018-08-08 06:04:21,31.25,7.96
ORD2018OCT_568,1,288dbc06591742c5d7fe90fbfb08943e,9add47bf45ce8e8c7db6b9cf670b1e09,2017-09-08 19:35:09,109.8,18.39
ORD2018OCT_6418,1,84412fdf17ffe7f7b52913a82e73b5b2,c3cfdc648177fdbbbb35635a37472c53,2017-06-14 12:43:55,169.9,19.43
ORD2018OCT_6085,1,8317b177579dd27ff068b83205e2169b,4869f7a5dfa277a7dca6462dcf3b52b2,2017-11-17 13:06:54,195.9,16.12
ORD2018OCT_1154,1,657247f6f60543b93e3cc708a8e6329c,7ddcbb64b5bc1ef36ca8c151f6ec77df,2017-11-30 22:13:26,248.99,60.29
ORD2018OCT_2275,1,80be7f3c94ee90b42197f718de0ea371,612170e34b97004b3ba37eae81836b4c,2018-07-10 08:10:53,429.9,19.94
ORD2018OCT_1398,1,0727e18d559a15ca5b2b9f76274d19ec,8b321bb669392f5163d04c59e235e066,2018-03-23 13:09:19,12.6,19.04
