review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
64e01e15c2c49480f8b7114db0b9f6ab,ORD2018OCT_4553,4,,,2018-10-05 15:00:00,2017-08-27 16:49:40
6666d0fe60543025207c2b0abd2f8b71,ORD2018OCT_5981,5,,,2018-10-14 07:00:00,2017-11-12 00:01:42
3d1ed46f81b19ff0f048c66d5dfc07f0,ORD2018OCT_8799,4,,"Chegou no prazo, mercadoria muito boa...",2018-10-18 15:00:00,2017-06-11 00:12:42
a2d9740e18772ccdb88bb06cb82f13c2,ORD2018OCT_1959,5,,,2018-10-10 11:00:00,2018-08-31 13:39:36
c8cbb7509c516719ed41a11bf31d757f,ORD2018OCT_3995,5,,Houve problema com a entrega dos correios não entregou para a pessoa na agência mesmo com o código de rastreio e documento. Informaram que o produto não estava na unidade. ,2018-10-30 06:00:00,2018-03-05 14:00:06
21e4ce44a6330ab828670c0c96f39b16,ORD2018OCT_6625,5,,Nossa muito bom recebi antes do prazo de entrega adorei bem bonitas as bolsas recomendo ,2018-10-10 02:00:00,2017-11-27 21:14:21
ae8d63d11885edf8dd5ba9c6a1d71da5,ORD2018OCT_5840,5,,Produto lindo! A entrega veio com 14 dias de antecedência...super recomendo! ,2018-10-30 14:00:00,2017-04-06 13:01:27
7582aadda31581b1033e2df9b420eef5,ORD2018OCT_9258,5,,,2018-10-20 09:00:00,2018-08-23 09:34:37
306898f65876037a9856a06141df2f1b,ORD2018OCT_5457,5,Bom ,,2018-10-05 10:00:00,2018-04-27 02:05:23
ed50e2b4f052ff24cec8d6d4c050a5fc,ORD2018OCT_2195,1,,"Disseram q foi entregue sem sucesso sendo q no dia ninguem tinha saído de casa, eu tive q abrir uma reclamação não loja para o produto ser reenviado.",2018-10-08 00:00:00,2017-12-23 11:15:28
b82140b507a274935cacd94152d2d414,ORD2018OCT_4070,4,,Chegou antes do prazo previsto. Estou muito satisfeita.,2018-10-02 06:00:00,2017-11-24 11:37:22
1d1fdebc40a3b63e20019af0a10b9e90,ORD2018OCT_3866,4,,,2018-10-27 03:00:00,2017-02-25 22:08:15
343577cc36813bd626246a279817c211,ORD2018OCT_3643,5,,,2018-10-04 06:00:00,2018-02-20 23:57:32
53c6ae514fe13658d233ff5009597283,ORD2018OCT_1091,4,,,2018-10-22 10:00:00,2018-09-03 01:14:59
c7c6e8c995ad139d9375b722ff962681,ORD2018OCT_6983,5,ok,produto bom recomendo,2018-10-02 06:00:00,2018-06-01 09:24:54
e13968dc6b6a0cec450f744805187f5d,ORD2018OCT_6787,5,,,2018-10-22 13:00:00,2017-12-18 17:33:39
a1b384c4f6f6d393781bc3cea2199c0e,ORD2018OCT_5696,5,,,2018-10-30 08:00:00,2018-04-26 23:29:26
2fc12d177cbced57004337d2b159cd13,ORD2018OCT_1560,5,,,2018-10-14 10:00:00,2017-08-16 23:27:12
ec5dba0a09afe05ed9d869613810ddfb,ORD2018OCT_9799,5,,Mto boa,2018-10-15 21:00:00,2017-12-14 23:50:57
1bf084512b68afa26698692cccc3a4d8,ORD2018OCT_8233,5,,,2018-10-06 19:00:00,2018-02-18 11:17:53
e40402adeb38df8487f8de4bad91cf26,ORD2018OCT_3528,1,,,2018-10-04 07:00:00,2018-04-21 03:45:39
cef142075735408d5b248b8056baf232,ORD2018OCT_8617,5,,,2018-10-22 00:00:00,2018-08-16 12:56:15
3175d4531e6d38805c0f48c41c61e5ff,ORD2018OCT_3828,4,,Relógio muito bom.,2018-10-25 05:00:00,2017-10-11 10:31:31
84762a8413d2e8afa028fc922c466bb8,ORD2018OCT_8631,1,,"Não recebi, tive que buscar no correio, por alegação de tentativa de entrega sem ninguém em casa, ma é mentira na data alegada tinha gente em casa sim. ",2018-10-21 10:00:00,2017-11-27 23:00:38
fff19821821d48e7477fef5a6d99c6cb,ORD2018OCT_3553,5,,,2018-10-29 18:00:00,2017-10-30 13:30:20
45b074f36ecb0993450752f835a357db,ORD2018OCT_3796,5,,,2018-10-21 08:00:00,2017-10-16 10:38:04
853819599f18f41524b2dfdad56fdd7d,ORD2018OCT_6862,3,Bom,,2018-10-26 00:00:00,2018-08-28 13:19:47
e6af7accdd5ee548d1ee9d13ba0798f5,ORD2018OCT_3531,5,,,2018-10-23 17:00:00,2017-12-20 10:51:29
5b849eaf238a32c62cce7e5afcfda416,ORD2018OCT_1780,4,,,2018-10-06 17:00:00,2018-06-11 23:48:44
addb9327198996e73e45a0402f61b6f8,ORD2018OCT_789,3,,OK,2018-10-09 14:00:00,2018-03-02 00:56:00
d81252173691da815176c1ccd9217b49,ORD2018OCT_7538,5,,,2018-10-05 09:00:00,2018-06-28 18:03:03
01cdbf5c9237ec70ad864a6403cabdc1,ORD2018OCT_9502,5,,,2018-10-02 19:00:00,2018-05-06 00:13:26
7c0017fab0bee825e185e8f1f619b6e0,ORD2018OCT_3129,5,,,2018-10-17 21:00:00,2018-04-18 10:20:23
b625a9bec7b4bea9eb8df3392247eed3,ORD2018OCT_2180,5,Relógio Casio,Tudo conforme a compra realizada.,2018-10-08 04:00:00,2018-05-20 23:12:40
b609c6f49882d374c0ac3c90ab2ff3d9,ORD2018OCT_6664,4,,,2018-10-05 06:00:00,2017-11-02 20:34:53
db0bc06d9ab9df16b75a1ea07bb63c77,ORD2018OCT_3242,5,,,2018-10-08 00:00:00,2018-08-12 20:31:31
78c562ff2340f97db03c54ce669ad255,ORD2018OCT_6711,5,,,2018-10-29 16:00:00,2017-05-18 01:10:17
3311a20995d9f17e305b7f4c4a667a8f,ORD2018OCT_1731,5,,,2018-10-17 12:00:00,2018-02-03 08:22:41
e06839215f5aba54329d6b0d44dce060,ORD2018OCT_961,5,,Eu esperava q o produto fosse um pouco melhor.,2018-10-09 05:00:00,2017-07-18 15:44:38
462305393581bbb206458b4591950ce9,ORD2018OCT_1265,1,,Péssimo serviço ,2018-10-19 09:00:00,2017-07-27 13:40:45
36745eb9a4f4c73bf3b3d96259d11296,ORD2018OCT_9365,5,,,2018-10-15 01:00:00,2018-03-17 10:59:58
c35f133e7ff47c10f897c56fee85aef1,ORD2018OCT_382,4,,,2018-10-13 22:00:00,2017-12-10 21:35:26
b26ee2fb0508f33300e01148962f812e,ORD2018OCT_2295,4,,,2018-10-23 13:00:00,2018-04-18 22:44:44
7b8c7fb7d35f97a22cfa2bfc5f770353,ORD2018OCT_7834,5,Tudo certo,Recomendo.,2018-10-14 00:00:00,2018-05-04 21:18:08
84d7ae0916a62ba0ece6c859d0db4040,ORD2018OCT_5350,5,,Acredito q seja bom . gosto muito de genacol . já tomava os comprimidos ,2018-10-02 07:00:00,2017-04-19 22:08:39
8bc9fb295d745a41d21ce576d5cd3a9a,ORD2018OCT_6512,5,recomendo,produto entregue dentro do prazo e de acordo com o escolhido.,2018-10-03 19:00:00,2018-08-24 00:07:16
9161d2fcfa21ecbd43e1ad1a0c2caed6,ORD2018OCT_103,4,,,2018-10-17 06:00:00,2017-12-22 00:14:05
9249dbcae1db6ede3dcbe41e17e54967,ORD2018OCT_5234,5,,Produto entregue dentro do prazo . Gostei muito.,2018-10-14 01:00:00,2016-10-27 12:55:27
e3af8a75276702c19d1ac8d157630439,ORD2018OCT_5150,2,falta de contato de tel,não consigo nunca falar com as lojas lannister,2018-10-13 23:00:00,2018-06-10 14:44:44
682869a4afdd34b2dd01787c41c37317,ORD2018OCT_7610,3,Capinha Simples ,"Película boa material, parace se boa qualidade, vou testar se for boa mesmo vou mudar minha opinião, Mais boa pra quem proteger seu dispositivo.",2018-10-17 10:00:00,2018-07-12 01:03:45
e4424e2f6c43bde9b861e9b8fe85df1f,ORD2018OCT_4703,4,,,2018-10-05 08:00:00,2018-04-22 11:06:53
d8b393d142adc22e494148b8d0c87c74,ORD2018OCT_585,4,super recomendado,muito bom ....,2018-10-04 12:00:00,2018-06-29 21:34:20
7507e00c35fde554593a2bfb78186b68,ORD2018OCT_725,5,,,2018-10-18 04:00:00,2018-05-05 18:27:01
f7d0063a8e806c6d0617f9adda36fe23,ORD2018OCT_5473,4,,,2018-10-09 21:00:00,2017-11-02 21:12:07
4d37fcc55e6076a3aaa98889c02cb797,ORD2018OCT_4444,4,,,2018-10-30 14:00:00,2018-04-04 22:31:47
103d5f7d6a3cfaf7419756bbd65e11b3,ORD2018OCT_1101,1,,"Caixa amassada e rasgada, e ainda não entregaram na minha residência, a encomenda foi enviada para que a retirada fosse pessoal nos correios.",2018-10-02 04:00:00,2017-07-01 20:41:43
87fb6d43599d7f865746d157c3566cd3,ORD2018OCT_5246,5,,,2018-10-11 15:00:00,2018-05-24 18:58:29
fbbea8d61e03a66ac97a97439b63ba44,ORD2018OCT_1196,4,,Site confiável,2018-10-11 18:00:00,2017-12-31 19:30:58
abb8545448d7bbbe1b3c8673f01e4ac6,ORD2018OCT_2530,5,,,2018-10-13 07:00:00,2018-02-12 00:01:38
501ce197fff201bdd68f2d02a7f4e50d,ORD2018OCT_4903,4,,,2018-10-12 13:00:00,2018-01-26 21:50:45
70001fa6cf08ea62d4a86a545741d562,ORD2018OCT_7463,3,,,2018-10-02 23:00:00,2018-04-11 11:14:34
2ffdc44654d2d822a859f4ae2bc78bed,ORD2018OCT_6145,5,,PODERIA TER CHEGADO ANTES !!!,2018-10-04 08:00:00,2017-06-30 12:45:23
9880fb660018c77ef8076e558eeb49a0,ORD2018OCT_6758,2,,,2018-10-28 08:00:00,2017-08-09 00:31:37
d2535ca000fa8b36897c83c24b148d16,ORD2018OCT_5789,5,,,2018-10-05 05:00:00,2018-03-28 11:41:41
937804d7a75c25090020af23e32afe48,ORD2018OCT_1504,5,,,2018-10-30 07:00:00,2018-08-19 23:17:40
a4b471528fd2dd31764b0cf7c8fffcc7,ORD2018OCT_9557,4,,,2018-10-16 05:00:00,2018-06-15 01:34:05
15107ce1cc8b3221d5d9349547e10a6d,ORD2018OCT_5049,5,,"Adorei esse cubo mágico, fácil manuseio e tamanho ideal. Acho que irei comprar agora o 3x3.",2018-10-14 12:00:00,2018-02-27 18:10:45
a680a3d25f6ed03cb95ee27381b9226a,ORD2018OCT_2579,5,Excelente,Adorei,2018-10-08 03:00:00,2018-08-08 15:44:45
e4b8cfadbce878e8a8c10e53305c6903,ORD2018OCT_1604,4,,,2018-10-01 22:00:00,2018-01-27 00:46:57
e6498e59c9dcdeca29fd8a3f77a49fe5,ORD2018OCT_2624,5,,"Excelente empresa produto entregue corretamente e antes do prazo estabelecido. 
Parabéns pela pontualidade. ",2018-10-04 00:00:00,2017-09-08 15:26:08
c7c22e8cbe8a1fe50c2ff930d1bbf89a,ORD2018OCT_6388,4,,,2018-10-06 01:00:00,2018-07-05 12:44:31
b7a1de28d1001f594fc6a0c05d5018f3,ORD2018OCT_5455,4,,,2018-10-12 01:00:00,2018-03-11 15:42:42
4b18ec50ae4017f44f9ebaf6c669bd30,ORD2018OCT_861,5,,,2018-10-05 11:00:00,2018-06-09 22:47:02
e6ac16e46670515369ec6cce613ca3f4,ORD2018OCT_3538,5,,,2018-10-22 03:00:00,2017-11-16 13:39:02
4c36d261a36a98c4b322f635c4c370d1,ORD2018OCT_1848,1,Produto não entregue,Faz um mês que comprei o produto e o mesmo não foi entregue. Mesmo depois de uma semana após o prazo da entrega.,2018-10-11 09:00:00,2018-07-25 11:20:13
f1b307add820c0166cf932a11702cbc5,ORD2018OCT_4525,4,,,2018-10-19 10:00:00,2017-09-19 12:57:02
ef411a4108bca08e8baa4d2283b55945,ORD2018OCT_591,5,,"demorou um pouco por causa da greve dos correios acho eu, mais eu recomendaria essa loja sim.",2018-10-05 12:00:00,2017-05-11 10:51:22
dddf7d8e7e2cbec5ea2e5fb6e89950d8,ORD2018OCT_2338,4,,,2018-10-26 09:00:00,2018-02-24 21:41:39
a15cb3518fa4fbd2590fca782f2abe14,ORD2018OCT_1942,5,,,2018-10-03 18:00:00,2017-04-19 16:47:49
f8a6fbcbdb97c985d345046b4c9ad1cb,ORD2018OCT_5804,5,,,2018-10-14 13:00:00,2018-03-03 07:20:18
94616f474f0cb32ea4bdbfc6fb0b0705,ORD2018OCT_5366,5,Moedor de café ,Tudo normal. De acordo com o contratado. ,2018-10-05 12:00:00,2018-08-08 20:09:11
da3a844b69fba6ccd0773ed20cd0c149,ORD2018OCT_7996,5,,,2018-10-28 20:00:00,2018-04-24 13:12:27
c405ade205e4b7d08ee245d2939eab9a,ORD2018OCT_5510,4,,,2018-10-28 02:00:00,2018-05-21 12:10:08
4cc2020f78c67797ea36fa2e0870ce6f,ORD2018OCT_7625,5,,"Entrega super rápida.
Produtos como queria😍",2018-10-27 20:00:00,2018-06-25 02:55:15
63b5472db30a6baeccdd4086129ff63b,ORD2018OCT_396,4,,"Infelizmente a pessoa que fez a entrega,muito mal educado. ",2018-10-12 08:00:00,2018-05-03 23:48:12
605de4a3b15729ab8c615c40d74eb194,ORD2018OCT_7230,5,,,2018-10-17 14:00:00,2017-09-18 18:16:10
d459bd0019683560673684774a10a912,ORD2018OCT_2000,5,,,2018-10-04 11:00:00,2018-04-12 22:54:55
ca8f878b4bd938be546071cdd76044c4,ORD2018OCT_1816,5,,,2018-10-11 17:00:00,2017-11-08 22:47:19
8a61dd6328aaaf955d36c50ef9038ddd,ORD2018OCT_4771,5,,,2018-10-27 18:00:00,2017-12-14 02:04:43
a8f9907f50cdf2d978144644618eb119,ORD2018OCT_1487,5,,,2018-10-14 04:00:00,2018-02-04 14:47:06
19c0b24090d2c80f10ec9b5953764a5a,ORD2018OCT_1661,5,,,2018-10-03 04:00:00,2018-01-08 09:46:45
7ea2f3375d8288b002992920596e02fb,ORD2018OCT_2041,5,super recomendo,,2018-10-01 13:00:00,2018-07-11 17:39:19
ea4b6fffceb78df2ee35e458bfbac45d,ORD2018OCT_6286,5,,,2018-10-27 06:00:00,2018-04-10 18:47:00
f31c3f62ba33afd0bd24f0dc89f889d9,ORD2018OCT_9009,5,Ótimo!!,"Achei ótimo me entregaram dentro do prazo, mas o prazo pode ser menos em outros sites entrega com menos de 7 dias.",2018-10-07 05:00:00,2018-05-02 12:37:02
c7f428807d8a7f93fab6970908c28879,ORD2018OCT_9513,5,,,2018-10-03 06:00:00,2018-08-21 23:13:38
01e916e85a2e7219a8d28ae22e4b3584,ORD2018OCT_3662,5,,,2018-10-19 20:00:00,2017-11-02 00:25:24
0b595f3e4bf0e06ebbdafd2320330d71,ORD2018OCT_384,5,,,2018-10-16 14:00:00,2018-05-23 12:25:56
502c36f56069796a9dd3ec4b29a3f96a,ORD2018OCT_6366,1,,o cabo não funcionou em nenhum dos meus dispositivos mesmo confirmando a compatibilidae,2018-10-19 16:00:00,2018-04-05 03:40:22
8f2ccbac821df642f6183e38bfe1eabc,ORD2018OCT_3527,5,,,2018-10-11 15:00:00,2017-10-05 22:33:24
ed73399a56a5d51f747a532f2178b28a,ORD2018OCT_8546,5,,,2018-10-20 08:00:00,2018-08-25 17:55:52
9a514d33dca7fc5220b041297ac44d2b,ORD2018OCT_3308,4,,Muito bom produto entregue antes do prazo e funciona muito bem,2018-10-11 06:00:00,2018-03-12 22:11:30
b02a133493de7b0c283f1fbb8688a4ae,ORD2018OCT_8425,1,,"demora muito para entrega do produto. 
Ja comprei outras coisas no site e tudo ja veio mais a comprar dessa vez mais de mes.",2018-10-08 07:00:00,2018-08-07 18:57:43
fb37a1f6f9d72bbd4706ad9332813af7,ORD2018OCT_1499,1,,"Rastreamento: PP 272 681 476 BR
Ainda não chegou na unidade do Correios, em Porto Alegre.",2018-10-17 09:00:00,2018-02-21 16:09:01
d6a5ec076e4c05013876308faf6cdc8b,ORD2018OCT_4865,1,,"Total falta de respeito com o consumidor. Além de não realizar a entrega que tinha um prazo enorme, ao longo do período, pedi mais detalhes do status para acompanhar o processo e nunca ligaram.",2018-10-09 17:00:00,2018-03-23 11:08:53
70678fb29fe6b6dbfc67a1ef9ce3e81c,ORD2018OCT_6478,4,,Recebi o produto dentro do prazo.,2018-10-26 09:00:00,2018-02-28 09:53:49
8cee1986b6061ae43d92ce878e578623,ORD2018OCT_315,5,,"Parabéns as Lojas lannister . Sempre com bons produtos,ótimo atendimento e entrega rápida",2018-10-09 19:00:00,2018-03-06 01:24:40
d6eb60f70d760fe0ea8b7326d24a9aea,ORD2018OCT_9728,5,,,2018-10-24 04:00:00,2018-07-08 00:56:27
3e57704e2269f867af6a9009379c71fa,ORD2018OCT_622,1,,Não chega no prazo e ainda não dão informações ,2018-10-28 10:00:00,2018-04-07 19:16:50
653d0a270a4d9bdefe658bc4ab60718e,ORD2018OCT_4294,4,,,2018-10-03 12:00:00,2018-01-24 22:33:39
695606d3fcf68d4735e85698b9344688,ORD2018OCT_3738,1,,"Consumidor lesado, inadmissível uma empresa deste porte comercializar produtos piratas em sua página oficial. Relógio réplica da mais barata. Tomarei medidas cabíveis.",2018-10-07 16:00:00,2018-01-15 02:10:18
009e24bd86b93b700e4eb03f283ad4ba,ORD2018OCT_4196,5,,,2018-10-13 18:00:00,2017-09-05 20:25:47
5089f788603e653f6d16e8950ee78ce0,ORD2018OCT_711,5,,,2018-10-05 09:00:00,2017-12-06 01:54:29
73d2d73f76f857a51993c67e9ac795a7,ORD2018OCT_3299,5,,,2018-10-20 08:00:00,2017-07-02 21:15:36
e38155b315f9a848d859b698e8de577e,ORD2018OCT_8747,5,,"Muito bom, foi entregue antes do prazo e os produtos de alta qualidade.",2018-10-08 15:00:00,2017-03-25 02:19:36
9a686042d934f1cc395f79c0aec52e8f,ORD2018OCT_5820,5,,"Excelente loja.
",2018-10-30 21:00:00,2017-04-07 23:46:43
15e284f308e74adf1eb3d8f77c0b6fb8,ORD2018OCT_8837,4,,,2018-10-29 18:00:00,2017-06-29 12:52:59
51b6e462c5fe0d83fdc8b51b81eb7d95,ORD2018OCT_7772,5,,,2018-10-21 05:00:00,2017-05-19 12:50:35
2cdc88fc0959912f61389b1a25dab40e,ORD2018OCT_3426,5,,,2018-10-30 00:00:00,2017-11-27 15:18:17
a05844bd8a92feb386f0ee5db0167fea,ORD2018OCT_8708,5,,,2018-10-19 17:00:00,2017-12-14 01:26:00
7411d9369fc6ba19505f31c004d58215,ORD2018OCT_3249,1,,"Produto chegou antes da data marcada, mas a qualidade é ruim, impressão falhando. A impressora detetou que o cartucho já foi utilizado.",2018-10-16 03:00:00,2018-04-05 15:55:27
7c9b776d47bc1984465f4db483e028c6,ORD2018OCT_3032,4,,,2018-10-27 15:00:00,2018-07-05 16:22:46
c563f5ffb0f978b97861c6d44e531a7e,ORD2018OCT_3594,5,,,2018-10-13 18:00:00,2017-09-15 20:49:38
2576b78a848a01eb5b5b3c0344fef042,ORD2018OCT_1016,5,,,2018-10-28 00:00:00,2018-01-01 16:46:15
29fb3aacce77717c3b30d93b6ed72e7d,ORD2018OCT_2267,5,5,Muito bom,2018-10-29 01:00:00,2018-08-21 11:05:34
fb12b2ac3b6f3156a445ba119ab80e87,ORD2018OCT_2305,5,,,2018-10-07 11:00:00,2018-07-19 12:18:46
7ebcae858c67f3372bf5ea32167f720a,ORD2018OCT_4362,5,Excelente,"Entregue muito antes do prazo, 
Excelente",2018-10-16 17:00:00,2018-05-11 00:12:26
bbc9491c6064a6fa8d5667e8a10585ef,ORD2018OCT_4028,4,,,2018-10-22 09:00:00,2017-12-10 11:48:24
c17780536585cf32ec904e3ec3af0cab,ORD2018OCT_5820,3,,Bom,2018-10-07 01:00:00,2017-09-02 21:48:55
0084ee902f9a4e006a281b644b78cf29,ORD2018OCT_9169,1,,Ate agora comprei o transformador de voltagem 9000 btu nao recebi liguei pra americana a atendente me falou q ia liga pra transportadora e mr retorno em dois dias ja se passaram o prazo .,2018-10-29 21:00:00,2017-12-17 11:26:12
ca101cc85defed21b1ff2e5399cc09e9,ORD2018OCT_310,5,,,2018-10-01 11:00:00,2018-05-24 23:10:22
d8bd06b96835ea8e964d75a79e050b26,ORD2018OCT_1191,3,,"Demorou muito a entrega, sendo que o frete foi caríssimo. ",2018-10-20 12:00:00,2018-01-10 11:33:17
9be34edbd1b2918f84d5724e2eaf9f36,ORD2018OCT_4576,1,não recebi o pedido todo,ja enviei mensagem e ate hoje não me responderam . so recebi parte do pedido,2018-10-16 17:00:00,2018-05-11 23:37:44
f016eb1a2e05c0beee4464e12e71964c,ORD2018OCT_7926,5,,,2018-10-18 08:00:00,2018-04-13 00:50:12
3c214a4916be92093201a379d708902a,ORD2018OCT_2163,4,,,2018-10-02 21:00:00,2018-08-13 21:50:53
33c3ea06972db43f8b777184a5cef23e,ORD2018OCT_6782,5,,,2018-10-01 05:00:00,2017-06-22 23:11:14
dea5cf24012bddeb3ed4f2b6f4435a2a,ORD2018OCT_1651,5,,"Satisfeito com o produto.
Muito bom",2018-10-04 22:00:00,2018-01-15 11:29:49
d74048a9b800b38f119f9c4d4c17ff87,ORD2018OCT_3758,5,,"Muito bom o produto, chegou rapidamente!!",2018-10-06 12:00:00,2017-09-02 20:34:03
35881e3ae0bd8cbce38bd0eb0ecef5a8,ORD2018OCT_1578,5,,,2018-10-12 03:00:00,2018-08-09 15:53:10
3c23d2fa4ef171c49894044ffcf62829,ORD2018OCT_7588,5,,Adorei ,2018-10-23 07:00:00,2017-05-14 22:09:49
c5dc468490cd7c32ccfff69efa581755,ORD2018OCT_121,5,,,2018-10-03 09:00:00,2018-03-09 02:42:59
4276cb3d2b2519d9e1d714a9905c58e4,ORD2018OCT_3045,5,,,2018-10-04 22:00:00,2018-06-13 22:16:22
62f4a1f0ed144d2cb182a4924a360264,ORD2018OCT_4858,5,Entrega rapida,Entrega rápida como sempre,2018-10-11 22:00:00,2018-05-24 01:31:39
